#id	gene	chrom	chromStart	chromEnd	strand
cg18609562	TEKT5	chr16	10695843	10695845	-
cg01808090	NUBP1	chr16	10744033	10744035	+
cg26239233	AC133065.1,CIITA	chr16	10876943	10876945	+
cg01351032	AC133065.1,CIITA	chr16	10877333	10877335	-
cg23970785	CIITA,DEXI	chr16	10942668	10942670	-
cg10784813	RMI2,SOCS1	chr16	11254820	11254822	+
cg06220235	RMI2,SOCS1	chr16	11255165	11255167	+
cg01717706	RMI2,SOCS1	chr16	11255450	11255452	+
cg26012103	RMI2,SOCS1	chr16	11255514	11255516	+
cg00487159	RMI2,SOCS1	chr16	11255710	11255712	+
cg11973052	RMI2,SOCS1	chr16	11255974	11255976	-
cg06295404	RMI2,SOCS1	chr16	11256479	11256481	-
cg26301908	RMI2,SOCS1	chr16	11257057	11257059	-
cg07512345	RMI2,TNP2	chr16	11268981	11268983	+
cg21458041	RMI2,TNP2	chr16	11270156	11270158	+
cg12268344	PRM1,RMI2	chr16	11280865	11280867	-
cg24075743	PRM1,RMI2	chr16	11281527	11281529	+
cg19346899	AC009121.3,RMI2	chr16	11345293	11345295	+
cg07715894	AC009121.3,RMI2	chr16	11345675	11345677	+
cg08268266	LITAF	chr16	11586427	11586429	+
cg09816471	SNN	chr16	11668003	11668005	+
cg21426387	SNN	chr16	11668949	11668951	+
cg14959707	ZC3H7A	chr16	11782534	11782536	+
cg26521448	ZC3H7A	chr16	11782569	11782571	+
cg22605342	AC007216.4,RSL1D1	chr16	11851127	11851129	-
cg13908977	AC007216.4,RSL1D1	chr16	11851891	11851893	-
cg21875234	GSPT1	chr16	11915547	11915549	+
cg15834294	GSPT1	chr16	11915984	11915986	-
cg18485955	NPIPB2,TNFRSF17	chr16	11964185	11964187	-
cg16177830	NPIPB2,TNFRSF17	chr16	11965161	11965163	-
cg13671818	NPIPB2,SNX29	chr16	11976365	11976367	+
cg12405833	AC007216.1,NPIPB2;SNX29	chr16	11976861	11976863	-
cg10240083	SNX29	chr16	12514524	12514526	+
cg14129103	SNX29	chr16	12515210	12515212	-
cg24091698	ERCC4	chr16	13919862	13919864	+
cg10784067	ERCC4	chr16	13920577	13920579	+
cg18306327	BFAR,PARN	chr16	14632675	14632677	+
cg04066242	BFAR,PARN	chr16	14633381	14633383	-
cg18912933	NPIPA3	chr16	14712137	14712139	+
cg23896545	NOMO1	chr16	14833446	14833448	-
cg23830611	NOMO1	chr16	14833603	14833605	+
cg07792737	NPIPA1	chr16	14936944	14936946	-
cg06734828	PDXDC1	chr16	14975575	14975577	-
cg24812297	NTAN1,PDXDC1	chr16	15055606	15055608	-
cg09972884	AC139256.1,PDXDC1;RRN3	chr16	15094117	15094119	-
cg03152385	AC139256.1,PDXDC1;RRN3	chr16	15094738	15094740	-
cg22722802	AC140504.1,MPV17L	chr16	15395684	15395686	+
cg08349806	AC140504.1,MPV17L	chr16	15396046	15396048	-
cg07977490	AC140504.1,BMERB1	chr16	15434082	15434084	+
cg26713220	AC140504.1,BMERB1	chr16	15434707	15434709	+
cg22178085	MARF1,MIR484;NDE1	chr16	15642800	15642802	-
cg22874960	MARF1,NDE1	chr16	15643456	15643458	-
cg08081725	NDE1	chr16	15649749	15649751	+
cg21321885	NDE1	chr16	15650336	15650338	+
cg17880199	MYH11	chr16	15856982	15856984	-
cg15488251	MYH11	chr16	15857366	15857368	+
cg06490162	CEP20	chr16	15888316	15888318	+
cg17698643	CEP20	chr16	15888773	15888775	+
cg17199483	ABCC1	chr16	15948909	15948911	+
cg20158248	ABCC1	chr16	15949098	15949100	-
cg02614818	ABCC6	chr16	16224310	16224312	+
cg21608192	XYLT1	chr16	17469969	17469971	-
cg09485593	XYLT1	chr16	17472241	17472243	+
cg27168073	NOMO2	chr16	18562003	18562005	-
cg16299616	NOMO2	chr16	18562305	18562307	-
cg19467928	ABCC6P1,AC136618.1	chr16	18571130	18571132	-
cg21024145	AC138811.2,RPS15A	chr16	18790312	18790314	+
cg24492022	AC138811.2,RPS15A	chr16	18790787	18790789	+
cg17228833	AC138811.2,ARL6IP1	chr16	18801235	18801237	-
cg11879577	AC138811.1,AC138811.2;ARL6IP1	chr16	18802196	18802198	-
cg07295034	AC092287.1,SMG1	chr16	18925938	18925940	-
cg21982518	TMC7	chr16	18983850	18983852	+
cg12699145	TMC7	chr16	18984314	18984316	-
cg18305837	AC099518.4,COQ7	chr16	19067526	19067528	+
cg21657816	AC099518.4,COQ7	chr16	19068123	19068125	-
cg12454725	AC099518.3,SYT17	chr16	19167908	19167910	-
cg07749808	AC099518.3,SYT17	chr16	19168494	19168496	-
cg26222045	CLEC19A	chr16	19285533	19285535	-
cg23444894	CLEC19A	chr16	19286420	19286422	+
cg09514038	TMC5	chr16	19455944	19455946	+
cg25690265	TMC5	chr16	19456619	19456621	-
cg01137737	GDE1	chr16	19522087	19522089	+
cg24474998	GDE1	chr16	19522280	19522282	-
cg20047230	CCP110	chr16	19523769	19523771	+
cg13752949	CCP110	chr16	19523990	19523992	-
cg16616769	IQCK,KNOP1	chr16	19715819	19715821	+
cg21615663	IQCK,KNOP1	chr16	19716588	19716590	-
cg12398332	GPRC5B	chr16	19884328	19884330	-
cg20312475	GPRC5B	chr16	19885138	19885140	-
cg12554476	GP2	chr16	20327485	20327487	+
cg19238840	GP2	chr16	20327852	20327854	-
cg07456201	UMOD	chr16	20352388	20352390	-
cg17812431	UMOD	chr16	20352961	20352963	+
cg04491443	PDILT	chr16	20404643	20404645	-
cg11297236	PDILT	chr16	20405152	20405154	-
cg04428453	ACSM5	chr16	20409329	20409331	-
cg10938486	ACSM5	chr16	20409393	20409395	-
cg26825755	ACSM2A	chr16	20451640	20451642	-
cg16940935	ACSM1,ACSM3	chr16	20691105	20691107	+
cg13619990	ACSM1,ACSM3	chr16	20691914	20691916	-
cg26399035	ACSM3,THUMPD1	chr16	20742326	20742328	+
cg10078415	AC004381.1,ACSM3	chr16	20763688	20763690	+
cg21644826	AC004381.1,ACSM3	chr16	20764029	20764031	-
cg03582451	ERI2,REXO5	chr16	20805085	20805087	-
cg15298545	ERI2,REXO5	chr16	20805153	20805155	+
cg07314549	ERI2,REXO5	chr16	20806178	20806180	+
cg06039624	ERI2,REXO5	chr16	20806745	20806747	+
cg09371142	DCUN1D3,ERI2;LYRM1	chr16	20900250	20900252	-
cg26424013	DCUN1D3,ERI2;LYRM1	chr16	20900504	20900506	-
cg26240939	LYRM1	chr16	20902091	20902093	-
cg15786879	DNAH3,TMEM159	chr16	21158293	21158295	-
cg10379112	DNAH3,TMEM159	chr16	21158416	21158418	+
cg09935540	DNAH3,TMEM159	chr16	21159106	21159108	-
cg25957124	DNAH3,TMEM159	chr16	21159762	21159764	-
cg00882451	ZP2	chr16	21211541	21211543	-
cg19091641	ZP2	chr16	21212352	21212354	+
cg22152192	CRYM,CRYM-AS1	chr16	21303831	21303833	+
cg08441546	METTL9	chr16	21599048	21599050	-
cg11869721	METTL9	chr16	21599800	21599802	+
cg02497428	IGSF6,METTL9	chr16	21653816	21653818	+
cg18022344	IGSF6,METTL9	chr16	21653916	21653918	+
cg24794992	OTOA	chr16	21678575	21678577	-
cg13244707	AC092119.2,UQCRC2	chr16	21952473	21952475	+
cg11766698	UQCRC2	chr16	21953443	21953445	+
cg27015931	PDZD9	chr16	22001082	22001084	-
cg15703512	PDZD9	chr16	22001243	22001245	-
cg27247832	MOSMO	chr16	22007426	22007428	+
cg10052190	AC092119.3,MOSMO	chr16	22008354	22008356	+
cg09186685	EEF2K	chr16	22206157	22206159	+
cg14028823	EEF2K	chr16	22207211	22207213	+
cg19593572	POLR3E	chr16	22297164	22297166	+
cg06684910	POLR3E	chr16	22297582	22297584	+
cg23142935	AC092338.2,CDR2	chr16	22373986	22373988	+
cg00069261	AC092338.2,CDR2	chr16	22375209	22375211	+
cg20023231	AC130466.1,HS3ST2	chr16	22813960	22813962	+
cg19064258	AC130466.1,HS3ST2	chr16	22814795	22814797	-
cg21510697	USP31	chr16	23149835	23149837	-
cg26025944	AC099482.2,SCNN1G	chr16	23182395	23182397	+
cg13365761	AC099482.2,SCNN1G	chr16	23182834	23182836	+
cg00925717	SCNN1B	chr16	23301826	23301828	-
cg23113963	SCNN1B	chr16	23301971	23301973	+
cg26809911	AC008915.2,COG7	chr16	23452885	23452887	+
cg27196102	AC008915.2,COG7	chr16	23453391	23453393	+
cg09060849	GGA2	chr16	23509902	23509904	+
cg02741249	GGA2	chr16	23510661	23510663	+
cg23582919	EARS2,UBFD1	chr16	23557058	23557060	+
cg17354052	EARS2,UBFD1	chr16	23557377	23557379	-
cg21989500	NDUFAB1	chr16	23596255	23596257	-
cg04454391	NDUFAB1	chr16	23596496	23596498	+
cg15042806	DCTN5,PALB2	chr16	23640946	23640948	+
cg02735133	DCTN5,PALB2	chr16	23641593	23641595	+
cg26003813	PLK1	chr16	23678480	23678482	-
cg06240124	PLK1	chr16	23678757	23678759	+
cg21745164	AC012317.2,CHP2	chr16	23753982	23753984	-
cg15309006	AC012317.2,CHP2	chr16	23754794	23754796	-
cg24250393	PRKCB	chr16	23835516	23835518	-
cg05436658	PRKCB	chr16	23836246	23836248	-
cg04721098	NA	chr16	24254381	24254383	+
cg17234150	CACNG3	chr16	24255583	24255585	+
cg16050957	RBBP6	chr16	24539421	24539423	+
cg27501380	RBBP6	chr16	24540255	24540257	-
cg03945021	LINC01567,TNRC6A	chr16	24670752	24670754	+
cg14289511	LINC01567,TNRC6A	chr16	24671124	24671126	-
cg05689121	TNRC6A	chr16	24729612	24729614	+
cg23280807	SLC5A11	chr16	24846257	24846259	+
cg07327347	AQP8	chr16	25216682	25216684	+
cg05186188	AQP8	chr16	25217247	25217249	+
cg24206694	KDM8	chr16	27203365	27203367	-
cg24705286	KDM8	chr16	27203984	27203986	-
cg06919067	NSMCE1	chr16	27257405	27257407	+
cg12391783	NSMCE1	chr16	27257826	27257828	-
cg05729093	AC106739.1,IL4R	chr16	27313631	27313633	+
cg03980304	AC106739.1,IL4R	chr16	27313678	27313680	+
cg02656594	IL21R	chr16	27401174	27401176	+
cg19423311	IL21R	chr16	27402582	27402584	-
cg09725013	GTF3C1,KATNIP	chr16	27550237	27550239	-
cg19571071	GTF3C1,KATNIP	chr16	27550393	27550395	+
cg02805028	GSG1L	chr16	27887917	27887919	+
cg26062370	GSG1L	chr16	27888164	27888166	-
cg01997480	AC009093.11,EIF3CL	chr16	28403765	28403767	-
cg22659426	AC009093.11,AC138894.1;CLN3	chr16	28491738	28491740	-
cg06530118	AC009093.11,AC138894.1;CLN3	chr16	28492057	28492059	+
cg17122311	AC009093.11,IL27	chr16	28505956	28505958	-
cg25341726	AC009093.11,IL27	chr16	28507009	28507011	-
cg05590982	AC009093.11,AC020765.6;NUPR1	chr16	28538849	28538851	+
cg15149645	AC009093.11,AC020765.6;NUPR1	chr16	28539297	28539299	-
cg14791831	AC009093.11,AC020765.2;AC020765.6;SGF29	chr16	28553973	28553975	-
cg00931491	AC009093.11,AC020765.6;SULT1A2	chr16	28596966	28596968	-
cg12743398	AC009093.11,AC020765.6;SULT1A2	chr16	28598209	28598211	-
cg18530748	AC009093.11,AC020765.6;SULT1A1	chr16	28623522	28623524	-
cg15812873	AC009093.11,AC020765.6;SULT1A1	chr16	28623693	28623695	-
cg15774133	AC009093.11,AC145285.4;EIF3C	chr16	28711270	28711272	+
cg12360373	AC009093.11,AC145285.3;AC145285.6;ATXN2L	chr16	28822743	28822745	-
cg23051598	AC009093.11,AC145285.3;AC145285.6;ATXN2L	chr16	28823245	28823247	-
cg22973038	AC009093.11,SH2B1;TUFM	chr16	28845933	28845935	-
cg04455064	AC009093.11,SH2B1;TUFM	chr16	28846567	28846569	+
cg11094938	AC009093.11,ATP2A1	chr16	28877522	28877524	+
cg00000292	AC009093.11,ATP2A1	chr16	28878778	28878780	-
cg07597976	AC009093.11,CD19;RABEP2	chr16	28931697	28931699	-
cg14102807	AC009093.11,CD19;RABEP2	chr16	28932355	28932357	-
cg26962295	AC009093.11,NFATC2IP	chr16	28950475	28950477	+
cg23517548	AC009093.11,NFATC2IP	chr16	28951199	28951201	+
cg02491012	AC009093.11,AC109460.1;AC109460.3;SPNS1	chr16	28974504	28974506	+
cg11115702	AC009093.11,AC109460.1;AC109460.3;SPNS1	chr16	28975376	28975378	+
cg23797100	AC009093.11,AC109460.3;LAT	chr16	28984731	28984733	+
cg23663476	AC009093.11,AC109460.3;LAT	chr16	28985127	28985129	-
cg19889584	AC133555.6,SLC7A5P1	chr16	29614374	29614376	-
cg26751195	QPRT,SPN	chr16	29662358	29662360	+
cg11432797	QPRT,SPN	chr16	29663165	29663167	+
cg25023941	QPRT	chr16	29678713	29678715	-
cg27657249	QPRT	chr16	29679704	29679706	-
cg23093496	AC009133.3,C16orf54	chr16	29746001	29746003	+
cg26285698	AC009133.3,C16orf54	chr16	29746012	29746014	+
cg12688670	KIF22	chr16	29790280	29790282	-
cg04078251	KIF22	chr16	29791126	29791128	-
cg27254601	AC009133.4,MAZ	chr16	29805782	29805784	-
cg05995267	AC009133.1,AC009133.5;AC009133.6;PRRT2	chr16	29811207	29811209	+
cg19769182	AC009133.1,AC009133.6;PRRT2	chr16	29812546	29812548	-
cg22784047	AC009133.1,AC009133.6;PRRT2	chr16	29813220	29813222	-
cg00334507	AC009133.1,AC009133.6;PRRT2	chr16	29813277	29813279	-
cg23099347	AC009133.1,AC009133.6;AC120114.4;PAGR1	chr16	29816175	29816177	+
cg04660698	AC009133.1,AC009133.6;AC120114.4;PAGR1	chr16	29816823	29816825	-
cg10985987	AC120114.2,CDIPT;CDIPTOSP	chr16	29863186	29863188	-
cg24235633	CDIPT,CDIPTOSP	chr16	29863855	29863857	+
cg13552869	SEZ6L2	chr16	29898602	29898604	+
cg02556718	ASPHD1,SEZ6L2	chr16	29899272	29899274	+
cg14989191	ASPHD1,SEZ6L2	chr16	29900749	29900751	+
cg20401945	ASPHD1	chr16	29901138	29901140	-
cg01110846	AC120114.1,KCTD13	chr16	29925868	29925870	+
cg08256260	AC120114.1,KCTD13	chr16	29926424	29926426	-
cg10316764	TAOK2	chr16	29973343	29973345	+
cg10705951	TAOK2	chr16	29973972	29973974	-
cg09039698	HIRIP3,INO80E	chr16	29996062	29996064	+
cg02647545	HIRIP3,INO80E	chr16	29996643	29996645	-
cg17428423	DOC2A	chr16	30010810	30010812	+
cg03920233	DOC2A	chr16	30011377	30011379	-
cg13271951	TLCD3B	chr16	30030438	30030440	+
cg16152813	TLCD3B	chr16	30031085	30031087	-
cg01311051	AC093512.2,TLCD3B	chr16	30053575	30053577	-
cg21742836	PPP4C	chr16	30074853	30074855	-
cg11970301	PPP4C	chr16	30076566	30076568	+
cg23353982	TBX6	chr16	30091767	30091769	+
cg14370448	TBX6,YPEL3	chr16	30092656	30092658	+
cg03297731	GDPD3	chr16	30112971	30112973	-
cg13543096	GDPD3	chr16	30114078	30114080	-
cg05313261	MAPK3	chr16	30123028	30123030	-
cg08966293	MAPK3	chr16	30123536	30123538	-
cg03691812	CORO1A	chr16	30183094	30183096	-
cg06030619	CORO1A	chr16	30183162	30183164	+
cg15415545	BOLA2B,SLX1A;SLX1A-SULT1A3	chr16	30194724	30194726	+
cg19450025	BOLA2B,SLX1A;SLX1A-SULT1A3	chr16	30194751	30194753	+
cg12343082	AC106782.4,SMG1P5	chr16	30336309	30336311	-
cg05116896	CD2BP2,CD2BP2-DT	chr16	30354915	30354917	-
cg19981839	CD2BP2,CD2BP2-DT	chr16	30355525	30355527	+
cg11919694	TBC1D10B	chr16	30369278	30369280	-
cg25463428	MYLPF,TBC1D10B	chr16	30369787	30369789	-
cg08860143	MYLPF	chr16	30374445	30374447	-
cg00256074	MYLPF	chr16	30374828	30374830	-
cg19663795	SEPTIN1,ZNF48	chr16	30382532	30382534	+
cg19289461	SEPTIN1,ZNF48	chr16	30383490	30383492	-
cg16014085	SEPTIN1,ZNF48	chr16	30394800	30394802	-
cg17640201	SEPTIN1,ZNF48	chr16	30395967	30395969	+
cg02733650	DCTPP1,ZNF771	chr16	30430025	30430027	-
cg07842593	SEPHS2	chr16	30445844	30445846	+
cg14821083	SEPHS2	chr16	30445958	30445960	-
cg04404982	ITGAL	chr16	30471965	30471967	+
cg14176836	ITGAL	chr16	30472896	30472898	+
cg26295990	AC002310.4,AC002310.5;ZNF768	chr16	30527020	30527022	+
cg13951948	AC002310.1,AC002310.4;ZNF747	chr16	30534866	30534868	+
cg13669583	AC002310.1,AC002310.4;ZNF747	chr16	30535308	30535310	-
cg24243406	ZNF764	chr16	30557992	30557994	+
cg09438266	ZNF764	chr16	30558429	30558431	-
cg10665018	AC002310.2,ZNF688	chr16	30571559	30571561	-
cg00822607	AC002310.2,ZNF688	chr16	30571596	30571598	+
cg09938681	AC002310.2,ZNF688	chr16	30571599	30571601	+
cg01343729	AC002310.2,ZNF688	chr16	30571608	30571610	+
cg23660191	AC002310.2,ZNF688	chr16	30571620	30571622	+
cg27586455	AC002310.2,ZNF688	chr16	30571702	30571704	-
cg10526232	AC002310.2,ZNF688	chr16	30571720	30571722	+
cg03942436	AC002310.2,ZNF688	chr16	30571726	30571728	-
cg11141013	AC002310.2,ZNF688	chr16	30571734	30571736	-
cg25549413	AC002310.2,ZNF688	chr16	30572148	30572150	+
cg03309050	AC002310.2,ZNF688	chr16	30572414	30572416	-
cg17794261	AC002310.2,ZNF688	chr16	30572437	30572439	-
cg12582366	AC093249.2,ZNF785	chr16	30585218	30585220	-
cg10976172	AC093249.2,ZNF785	chr16	30586206	30586208	-
cg07125009	ZNF689	chr16	30610345	30610347	+
cg05467106	ZNF689	chr16	30610674	30610676	-
cg15928446	PRR14	chr16	30650528	30650530	+
cg14710524	PRR14	chr16	30651402	30651404	+
cg19464252	FBRS	chr16	30663911	30663913	-
cg23894003	FBRS	chr16	30665122	30665124	-
cg03766965	AC106886.5,SRCAP	chr16	30707121	30707123	+
cg13277179	AC106886.2,PHKG2	chr16	30747988	30747990	-
cg15970621	AC106886.2,PHKG2	chr16	30748922	30748924	+
cg14828965	CCDC189,RNF40	chr16	30762101	30762103	-
cg13150441	CCDC189,RNF40	chr16	30762786	30762788	-
cg07896225	AC135048.2,BCL7C;MIR762;MIR762HG	chr16	30893815	30893817	+
cg22377963	AC135048.2,BCL7C;MIR762HG	chr16	30894539	30894541	+
cg17800442	CTF1	chr16	30896911	30896913	+
cg03627896	FBXL19,FBXL19-AS1	chr16	30923012	30923014	+
cg08535091	FBXL19,FBXL19-AS1	chr16	30923374	30923376	-
cg04368877	FBXL19	chr16	30925888	30925890	+
cg22305782	FBXL19	chr16	30925892	30925894	+
cg18427589	AC135048.1,ORAI3	chr16	30948957	30948959	+
cg22827290	AC135048.1,ORAI3	chr16	30949431	30949433	-
cg24115627	HSD3B7,SETD1A	chr16	30983923	30983925	-
cg10917602	AC135048.4,HSD3B7	chr16	30985308	30985310	+
cg26134665	STX1B	chr16	31010222	31010224	+
cg25033993	STX1B	chr16	31011050	31011052	-
cg14671453	STX4	chr16	31033394	31033396	+
cg07190917	STX4	chr16	31033778	31033780	+
cg26350691	ZNF646,ZNF668	chr16	31073164	31073166	+
cg08395706	ZNF646,ZNF668	chr16	31073179	31073181	+
cg18160978	ZNF646,ZNF668	chr16	31073929	31073931	-
cg09765256	ZNF646,ZNF668	chr16	31074185	31074187	+
cg22062239	AC135050.2,AC135050.7;VKORC1	chr16	31094689	31094691	-
cg25047102	AC135050.2,AC135050.7;VKORC1	chr16	31094996	31094998	-
cg15785580	BCKDK	chr16	31108328	31108330	-
cg26706070	BCKDK	chr16	31108614	31108616	+
cg13828871	AC135050.5,KAT8	chr16	31117538	31117540	-
cg19819891	AC135050.5,KAT8	chr16	31118102	31118104	+
cg13439730	PRSS8	chr16	31135677	31135679	+
cg17022635	FUS	chr16	31179553	31179555	-
cg18278261	FUS	chr16	31180199	31180201	+
cg11970458	PYCARD,PYCARD-AS1	chr16	31202159	31202161	+
cg15247144	PYCARD,PYCARD-AS1	chr16	31202408	31202410	-
cg05361373	PYCARD,PYCARD-AS1	chr16	31202561	31202563	+
cg09587549	PYCARD,PYCARD-AS1	chr16	31202804	31202806	-
cg15468095	PYCARD,PYCARD-AS1	chr16	31203079	31203081	+
cg12100791	PYCARD,PYCARD-AS1	chr16	31203095	31203097	+
cg13974531	PYDC1,TRIM72	chr16	31217122	31217124	-
cg15337006	ITGAM	chr16	31259687	31259689	-
cg00833777	ITGAM	chr16	31260320	31260322	+
cg11884546	ITGAX	chr16	31355055	31355057	+
cg26233914	ITGAX	chr16	31355214	31355216	-
cg02164442	ITGAD	chr16	31393779	31393781	-
cg13726463	AC026471.5,COX6A2	chr16	31428359	31428361	+
cg24110063	AC026471.5,COX6A2	chr16	31428430	31428432	-
cg10995380	AC026471.6,TGFB1I1	chr16	31472710	31472712	+
cg23910243	AC026471.6,TGFB1I1	chr16	31473296	31473298	+
cg01171858	SLC5A2	chr16	31483025	31483027	+
cg13473336	SLC5A2	chr16	31483249	31483251	+
cg27196129	AC026471.2,RUSF1	chr16	31508117	31508119	+
cg14131445	AC026471.2,RUSF1	chr16	31508642	31508644	-
cg14387505	AHSP	chr16	31527624	31527626	-
cg02989940	AHSP	chr16	31527912	31527914	-
cg22609068	AC074050.2,CLUHP3	chr16	31700462	31700464	+
cg15119375	AC074050.2,CLUHP3	chr16	31700717	31700719	+
cg02008169	ZNF267	chr16	31873736	31873738	+
cg19229809	ZNF267	chr16	31873872	31873874	-
cg21096591	AC133485.3,TP53TG3D	chr16	32253697	32253699	+
cg26061555	AC142086.1,SLC6A10P	chr16	32884867	32884869	+
cg21960882	TP53TG3B	chr16	33360637	33360639	+
cg01895214	BMS1P8	chr16	33707112	33707114	-
cg20772904	SHCBP1	chr16	46620809	46620811	-
cg03693601	SHCBP1	chr16	46621436	46621438	+
cg13448401	ORC6,VPS35	chr16	46689135	46689137	-
cg25325612	ORC6,VPS35	chr16	46689253	46689255	-
cg13247990	MYLK3	chr16	46748263	46748265	-
cg26680127	MYLK3	chr16	46749105	46749107	+
cg18342900	C16orf87	chr16	46831135	46831137	+
cg07707498	C16orf87	chr16	46831642	46831644	-
cg18587271	GPT2	chr16	46883583	46883585	-
cg24306924	GPT2	chr16	46884520	46884522	+
cg18206040	AC018845.3,DNAJA2	chr16	46972819	46972821	-
cg21369679	AC018845.3,DNAJA2	chr16	46973845	46973847	-
cg02755525	ITFG1-AS1,NETO2	chr16	47143263	47143265	+
cg23185402	ITFG1,PHKB	chr16	47461201	47461203	-
cg24728447	ITFG1,PHKB	chr16	47461629	47461631	-
cg12940073	ABCC12	chr16	48146752	48146754	-
cg14074641	ABCC12	chr16	48147841	48147843	-
cg22285897	ABCC11,LONP2	chr16	48244161	48244163	+
cg20295000	ABCC11,LONP2	chr16	48244373	48244375	-
cg10631471	ABCC11,LONP2	chr16	48245331	48245333	+
cg08446111	ABCC11,LONP2	chr16	48245516	48245518	-
cg02631622	SIAH1	chr16	48384521	48384523	+
cg10784785	SIAH1	chr16	48385900	48385902	-
cg15869642	AC007614.1	chr16	49292197	49292199	-
cg13897627	AC007614.1	chr16	49344585	49344587	-
cg24217877	AC007614.1	chr16	49344667	49344669	+
cg07804582	C16orf78	chr16	49373274	49373276	+
cg24642468	C16orf78	chr16	49374085	49374087	-
cg02238504	ZNF423	chr16	49827463	49827465	-
cg16449972	ZNF423	chr16	49827470	49827472	-
cg09230646	AC007610.1,HEATR3	chr16	50065205	50065207	+
cg21644628	AC007610.1,HEATR3	chr16	50065526	50065528	-
cg13851211	ADCY7	chr16	50287766	50287768	-
cg23580000	ADCY7	chr16	50288244	50288246	-
cg25307081	AC007493.2,BRD7	chr16	50368777	50368779	+
cg16834187	AC007493.2,BRD7	chr16	50370374	50370376	+
cg17804302	NKD1	chr16	50547979	50547981	-
cg06812033	NKD1	chr16	50548541	50548543	-
cg27431150	SNX20	chr16	50681223	50681225	+
cg27081230	SNX20	chr16	50681617	50681619	+
cg26954174	NOD2	chr16	50696901	50696903	+
cg02119982	NOD2	chr16	50697500	50697502	+
cg20769774	AC007728.2,CYLD;MIR3181	chr16	50741564	50741566	+
cg22674717	AC087564.1,SALL1	chr16	51151482	51151484	+
cg02021817	RBL2	chr16	53434237	53434239	+
cg13426503	RBL2	chr16	53434799	53434801	+
cg10965432	AKTIP	chr16	53503112	53503114	-
cg24633242	AKTIP	chr16	53503394	53503396	-
cg17745122	AC018553.2,IRX3	chr16	54286317	54286319	+
cg24662961	AC018553.2,IRX3	chr16	54286757	54286759	+
cg05362516	IRX5	chr16	54931176	54931178	-
cg05266781	IRX5	chr16	54931579	54931581	-
cg12317456	MMP2	chr16	55478955	55478957	+
cg14400118	MMP2	chr16	55479278	55479280	+
cg01998785	LPCAT2	chr16	55508796	55508798	-
cg16176379	LPCAT2	chr16	55509136	55509138	+
cg10362591	SLC6A2	chr16	55655952	55655954	-
cg04490714	SLC6A2	chr16	55656651	55656653	-
cg09425611	CES1	chr16	55834457	55834459	-
cg07039362	CES5A	chr16	55874957	55874959	+
cg23092086	CES5A	chr16	55875660	55875662	-
cg13936125	AC040168.1,GNAO1	chr16	56191686	56191688	-
cg21530453	AC040168.1,GNAO1	chr16	56192433	56192435	-
cg11323230	AMFR	chr16	56425304	56425306	+
cg22244418	NUDT21,OGFOD1	chr16	56450204	56450206	+
cg25974870	NUDT21,OGFOD1	chr16	56451264	56451266	-
cg03619472	NUDT21,OGFOD1	chr16	56452350	56452352	+
cg02552572	MT4	chr16	56563833	56563835	-
cg01015871	MT4	chr16	56565275	56565277	+
cg16158681	MT3	chr16	56589196	56589198	+
cg22655224	MT3	chr16	56589535	56589537	-
cg17886959	MT2A	chr16	56608111	56608113	-
cg01190915	MT2A	chr16	56608848	56608850	+
cg15134649	MT1E	chr16	56625423	56625425	+
cg20083730	MT1E	chr16	56625811	56625813	+
cg09137696	MT1A	chr16	56638502	56638504	+
cg00425710	MT1A	chr16	56638758	56638760	-
cg06094150	AC026461.2,MT1B	chr16	56651724	56651726	-
cg17386181	AC026461.2,MT1B	chr16	56651989	56651991	-
cg23217005	MT1F	chr16	56657831	56657833	-
cg00728317	MT1F	chr16	56658120	56658122	-
cg22198623	MT1G	chr16	56667955	56667957	+
cg09985279	MT1G	chr16	56668221	56668223	+
cg04557383	MT1H	chr16	56669655	56669657	-
cg10014293	MT1H	chr16	56669920	56669922	-
cg26802333	AC026461.1,MT1X	chr16	56682269	56682271	+
cg15473868	AC026461.1,MT1X	chr16	56682708	56682710	+
cg05587736	NUP93	chr16	56746838	56746840	-
cg10586756	NUP93	chr16	56748370	56748372	+
cg17759354	SLC12A3	chr16	56864873	56864875	+
cg03455024	SLC12A3	chr16	56865270	56865272	-
cg17808849	HERPUD1	chr16	56931463	56931465	-
cg21682826	HERPUD1	chr16	56931854	56931856	-
cg26916607	CETP	chr16	56960857	56960859	-
cg12564453	CETP	chr16	56961927	56961929	-
cg04799664	NLRC5	chr16	57019937	57019939	-
cg17625032	NLRC5	chr16	57020827	57020829	-
cg08696890	AC009090.2,CPNE2	chr16	57092299	57092301	-
cg03713346	AC009090.2,CPNE2	chr16	57092894	57092896	+
cg06688848	PSME3IP1,RSPRY1	chr16	57186184	57186186	+
cg00435408	PSME3IP1,RSPRY1	chr16	57186749	57186751	+
cg22136326	ARL2BP	chr16	57244846	57244848	+
cg23713520	PLLP	chr16	57284174	57284176	+
cg23471482	CCL22	chr16	57358285	57358287	-
cg05700681	CCL22	chr16	57358851	57358853	+
cg20427865	CX3CL1	chr16	57372440	57372442	-
cg15195412	CX3CL1	chr16	57373042	57373044	+
cg07634706	CCL17	chr16	57404611	57404613	-
cg19546781	CCL17	chr16	57404802	57404804	-
cg27589921	CIAPIN1	chr16	57442022	57442024	+
